text,class,cleaned_text,original_length,cleaned_length
"However , net sales in 2010 are seen to have grown to EUR598 .3 m from EUR582 .3 m in 2009 .",positive,however net sales in 2010 are seen to have grown to eur598.3 from eur582.3 in 2009,22,16
"Ragutis , which is controlled by the Finnish brewery , reported a 5.4-per-cent rise in beer sales to 10.44 million litres and held an 11.09-per-cent market share .",positive,ragutis which is controlled by the finnish brewery reported a 5.4 per cent rise in beer sales to 10.44 million litres and held an 11.09 per cent market share,28,29
"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 4.7-per-cent growth in beer sales for January-May to 46.22 million litres .",positive,svyturys utenos alus which is controlled by the nordic group baltic beverages holding bbh posted a 4.7 per cent growth in beer sales for january may to 46.22 million litres,31,30
"In December alone , the members of the Lithuanian Brewers ' Association sold a total of 20.3 million liters of beer , an increase of 1.9 percent from the sales of 19.92 million liters in December 2004 .",positive,in december alone the members of the lithuanian brewers association sold a total of 20.3 million liters of beer an increase of 1.9 percent from the sales of 19.92 million liters in december 2004,38,34
"In Sweden , operating profit for the period under review totaled EUR 3.4 mn , up 30.8 % from the corresponding period in 2005 .",positive,in sweden operating profit for the period under review totaled euro 3.4 million up 30.8 from the corresponding period in 2005,25,21
"In the second quarter of 2010 , the group 's net profit rose to EUR3 .1 m from EUR2 .5 m in April-June 2009 .",positive,in the second quarter of 2010 the group net profit rose to eur3.1 from eur2.5 in april june 2009,25,19
"In the third quarter , net sales increased by 12 % year-on-year to EUR 159.5 million , or by 6 % at comparable currency rates growth .",positive,in the third quarter net sales increased by 12 year on year to euro 159.5 million or by at comparable currency rates growth,27,23
Its market share widened to 48.51 percent from 48.31 percent a year earlier .,positive,its market share widened to 48.51 percent from 48.31 percent a year earlier,14,13
"Kesko 's car import and retailing business , VV-Auto , saw sales grow by 17.1 pct .",positive,kesko car import and retailing business vv auto saw sales grow by 17.1 percent,17,14
"( ADP News ) - Feb 12 , 2009 - Finnish IT solutions provider Affecto Oyj ( HEL : AFE1V ) said today its net profit rose to EUR 8.5 million ( USD 11m ) in 2008 from EUR 7 million in 2007 .",positive,adp news feb 12 2009 finnish it solutions provider affecto company Helsinki afe1v said today its net profit rose to euro 8.5 million usd 11m in 2008 from euro million in 2007,44,32
"( ADP News ) - Feb 6 , 2009 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR 19.2 million ( USD 24.6 m ) for 2008 from EUR 17.5 million for 2007 .",positive,adp news feb 2009 finnish fishing tackle company rapala vmc corp Helsinki rap1v said today its net profit rose to euro 19.2 million usd 24.6 for 2008 from euro 17.5 million for 2007,46,33
"( ADP News ) - Oct 29 , 2008 - Finnish lifting equipment maker Konecranes Oyj ( OMX : KCR1V ) said today that its net profit rose to EUR 116.6 million ( USD 149.1 m ) in the first nine months of 2008 from EUR 73.6 million for the s",positive,adp news oct 29 2008 finnish lifting equipment maker konecranes company omx kcr1v said today that its net profit rose to euro 116.6 million usd 149.1 in the first nine months of 2008 from euro 73.6 million for the,51,39
"Metso expects its net sales to increase by about 10 % in 2008 , at comparable exchange rates .",positive,metso expects its net sales to increase by about 10 in 2008 at comparable exchange rates,19,16
Net interest income increased by 4.5 % to EUR 31.4 mn from EUR 30.0 mn in 2004 .,positive,net interest income increased by 4.5 to euro 31.4 million from euro 30.0 million in 2004,18,16
"Net interest income was EUR 152.2 mn , up from EUR 101.0 mn in 2008 .",positive,net interest income was euro 152.2 million up from euro 101.0 million in 2008,16,14
"Nokia Multimedia 's net sales totaled EUR 5.7 bn , up 45 % from the corresponding period in 2005 .",positive,nokia multimedia net sales totaled euro 5.7 bn up 45 from the corresponding period in 2005,20,16
"Operating profit of Kauppalehti group rose to EUR 1.5 mn from EUR 1.3 mn , and that of Marketplaces to EUR 1.3 mn from EUR 1.0 mn in the third quarter of 2006 .",positive,operating profit of kauppalehti group rose to euro 1.5 million from euro 1.3 million and that of marketplaces to euro 1.3 million from euro 1.0 million in the third quarter of 2006,34,32
Operating profit rose from EUR 1.94 mn to EUR 2.45 mn .,positive,operating profit rose from euro 1.94 million to euro 2.45 million,12,11
Operating profit rose to EUR 1.6 mn from EUR 1.1 mn in the corresponding period in 2006 .,positive,operating profit rose to euro 1.6 million from euro 1.1 million in the corresponding period in 2006,18,17
Operating profit rose to EUR 103.4 mn from EUR 23.2 in the corresponding period in 2006 .,positive,operating profit rose to euro 103.4 million from euro 23.2 in the corresponding period in 2006,17,16
Operating profit rose to EUR 13.5 mn from EUR 9.7 mn in the corresponding period in 2006 .,positive,operating profit rose to euro 13.5 million from euro 9.7 million in the corresponding period in 2006,18,17
Operating profit rose to EUR 27.8 mn from EUR 17.5 mn in 2008 .,positive,operating profit rose to euro 27.8 million from euro 17.5 million in 2008,14,13
Operating profit rose to EUR 4.7 mn from EUR 3.6 mn .,positive,operating profit rose to euro 4.7 million from euro 3.6 million,12,11
Operating profit rose to EUR 4.7 mn from EUR 4.6 mn .,positive,operating profit rose to euro 4.7 million from euro 4.6 million,12,11
Operating profit rose to EUR 9.2 mn from EUR 6.8 mn in the corresponding period in 2007 .,positive,operating profit rose to euro 9.2 million from euro 6.8 million in the corresponding period in 2007,18,17
"Operating profit totaled EUR 37,7 mn , up slightly from EUR 37.2 mn in the corresponding period in 2006 .",positive,operating profit totaled euro 377 million up slightly from euro 37.2 million in the corresponding period in 2006,20,18
"Operating profit totaled EUR 5.5 mn , up from EUR -0.7 mn .",positive,operating profit totaled euro 5.5 million up from euro 0.7 million,13,11
"Order intake grew by 40 % year-on-year and 30 % year-on-year , respectively , to EUR 576 million and EUR 1.7 billion for the respective January-September and July-September 2010 periods .",positive,order intake grew by 40 year on year and 30 year on year respectively to euro 576 million and euro 1.7 billion for the respective january september and july september 2010 periods,31,32
Orders received grew by 55 % year-on-year to EUR732m .,positive,orders received grew by 55 year on year to eur732m,10,10
Orion Pharma 's operating profit increased by 42.5 % from 2004 .,positive,orion pharma operating profit increased by 42.5 from 2004,12,9
"Pretax profit rose to EUR 1,019 mn from EUR 1,007 in the corresponding period in 2005 .",positive,pretax profit rose to euro 1019 million from euro 1007 in the corresponding period in 2005,17,16
